Name	Link	Family	Max Thickness (%)	x-Locationof Max Thickness (%)	Camber (%)	Data Sources	Cl max	Cl/Cd max	Cd @ Cl=0.1	Cd @ Cl=0.4	Cd @ Cl=0.6
MG05	MG05	Uncategorized	9	26.5	0	JF XF	0.77	89	0.005	0.006	0.045
MG06	MG06	Uncategorized	7.4	24.7	1.9	JF XF	1.03	167	0.004	0.004	0.004
MG08	MG08	Uncategorized	8.7	28.2	2	JF XF	1.06	117	0.006	0.006	0.006
MH 102 16.99%	MH 102 16.99%	Hepperle	17	26.5	3	JF XF	1.8	144	0.008	0.007	0.008
MH 104 15.28%	MH 104 15.28%	Hepperle	15.3	28.2	2	JF XF	1.33	124	0.006	0.006	0.006
MH 106 13.07%	MH 106 13.07%	Hepperle	13.1	26.5	1	JF XF	1.1	131	0.005	0.005	0.006
MH 108 11.98%	MH 108 11.98%	Hepperle	12	24.7	1.1	JF XF	1.1	148	0.005	0.005	0.005
MH 110 10.01%	MH 110 10.01%	Hepperle	10	24.7	1.1	JF XF	0.92	158	0.005	0.005	0.056
MH 112 16.2%	MH 112 16.2%	Hepperle	16.3	30.1	7.4	JF XF	2.58	171	0.008	0.008	0.008
MH 113 14.62%	MH 113 14.62%	Hepperle	14.7	30.1	7.1	JF XF	2.3	233	0.007	0.007	0.007
MH 114 13.02%	MH 114 13.02%	Hepperle	13.1	30.1	6.6	JF XF	2.1	210	0.008	0.007	0.006
MH 115 11.06%	MH 115 11.06%	Hepperle	11.1	28.2	5.6	JF XF	1.79	222	0.006	0.006	0.005
MH 116 9.84%	MH 116 9.84%	Hepperle	9.9	31.9	4.1	JF XF	1.36	192	0.005	0.005	0.005
MH 117 9.8%	MH 117 9.8%	Hepperle	9.8	28.2	2.7	JF XF	1.25	181	0.005	0.005	0.005
MH 120 8.0%	MH 120 8.0%	Hepperle	8.1	33.8	2.7	JF XF	1.01	113	0.006	0.004	0.043
MH 121 8.76%	MH 121 8.76%	Hepperle	8.8	35.8	3.1	JF XF	0.98	154	0.005	0.004	0.01
MH 122 9.32%	MH 122 9.32%	Hepperle	9.3	35.8	3.5	JF XF	1.16	161	0.005	0.004	0.004
MH 126	MH 126	Hepperle	17.9	30.1	3.3	JF XF	1.96	221	0.006	0.006	0.006
MH 150 23.89%	MH 150 23.89%	Hepperle	24	28.2	5.1	JF XF	2.48	147	0.009	0.008	0.008
MH 16	MH 16	Hepperle	12.1	41.7	1.5	JF XF	1.12	102	0.005	0.005	0.007
MH 17	MH 17	Hepperle	12.1	43.8	1.4	JF XF	0.98	98	0.004	0.006	0.006
MH 18 11.16%	MH 18 11.16%	Hepperle	11.2	35.8	2.8	JF XF	1.05	162	0.005	0.004	0.004
MH 18B	MH 18B	Hepperle	11.7	39.7	1.9	JF XF	1.02	125	0.004	0.004	0.007
MH 20 9.01%	MH 20 9.01%	Hepperle	9	31.9	2	JF XF	0.88	161	0.004	0.003	0.026
MH 200 12.97%	MH 200 12.97%	Hepperle	13	37.7	2.1	JF XF	1.32	154	0.005	0.004	0.005
MH 201 13.08%	MH 201 13.08%	Hepperle	13.1	35.8	2.6	JF XF	1.57	166	0.005	0.005	0.005
MH 22 7.2%	MH 22 7.2%	Hepperle	7.2	28.2	1.8	JF XF	0.78	158	0.004	0.019	0.019
MH 23 8%	MH 23 8%	Hepperle	8	35.8	1.3	JF XF	0.82	123	0.004	0.072	0.072
MH 24 9.01%	MH 24 9.01%	Hepperle	9	37.7	1.3	JF XF	0.89	122	0.005	0.004	0.072
MH 25 9.98%	MH 25 9.98%	Hepperle	10	39.7	1.4	JF XF	0.95	94	0.006	0.006	0.059
MH 26 10.99%	MH 26 10.99%	Hepperle	11	41.7	1.5	JF XF	1	138	0.006	0.006	0.046
MH 27 11.99%	MH 27 11.99%	Hepperle	12	43.8	1.5	JF XF	1.04	165	0.005	0.005	0.007
MH 28	MH 28	Hepperle	10.1	41.7	1.3	JF XF	0.95	99	0.005	0.005	0.086
MH 30 7.84%	MH 30 7.84%	Hepperle	7.8	30.1	1.7	JF XF	0.93	162	0.004	0.004	0.043
MH 31	MH 31	Hepperle	8	26.5	1.2	JF XF	1.06	151	0.005	0.005	0.005
MH 32 8.7%	MH 32 8.7%	Hepperle	8.7	30.1	2.4	JF WT XF	1.07	181	0.005	0.004	0.005
MH 33	MH 33	Hepperle	7.3	30.1	1	JF XF	0.85	148	0.004	0.004	0.074
MH 34	MH 34	Hepperle	8.5	31.9	1.1	JF XF	0.97	132	0.005	0.005	0.094
MH 38 9.68%	MH 38 9.68%	Hepperle	9.7	30.1	4	JF XF	1.22	235	0.005	0.004	0.004
MH 42 8.94%	MH 42 8.94%	Hepperle	8.9	30.1	1.9	JF XF	1	169	0.004	0.004	0.049
MH 43 8.5%	MH 43 8.5%	Hepperle	8.5	30.1	1.7	JF XF	0.94	175	0.004	0.004	0.057
MH 44 9.66%	MH 44 9.66%	Hepperle	9.7	28.2	1.6	JF XF	1.06	149	0.005	0.005	0.004
MH 45 9.85%	MH 45 9.85%	Hepperle	9.9	26.5	1.7	JF WT XF	1.23	175	0.004	0.004	0.004
MH 46 9.1%	MH 46 9.1%	Hepperle	9.1	28.2	1.5	JF XF	0.97	149	0.005	0.005	0.072
MH 49	MH 49	Hepperle	10.5	30.1	0.8	JF XF	0.89	113	0.005	0.005	0.007
MH 50	MH 50	Hepperle	8	35.8	0	JF XF	0.79	77	0.008	0.01	0.095
MH 51	MH 51	Hepperle	8	30.1	0.4	JF XF	0.87	82	0.008	0.009	0.094
MH 52	MH 52	Hepperle	9	35.8	0	JF XF	0.88	90	0.008	0.009	0.103
MH 53	MH 53	Hepperle	9.4	39.7	0.4	JF XF	0.71	74	0.007	0.068	0.068
MH 54	MH 54	Hepperle	8	35.8	0.6	JF XF	0.83	83	0.006	0.007	0.091
MH 60 10.08%	MH 60 10.08%	Hepperle	10.1	26.5	1.8	JF XF	1.18	174	0.004	0.004	0.004
MH 61 10.26%	MH 61 10.26%	Hepperle	10.3	30.1	1.5	JF XF	0.91	153	0.004	0.004	0.034
MH 62 9.3%	MH 62 9.3%	Hepperle	9.3	26.5	1.6	JF XF	1.06	171	0.004	0.004	0.004
MH 64 8.59%	MH 64 8.59%	Hepperle	8.6	26.5	1.5	JF XF	0.95	164	0.004	0.004	0.004
MH 70 11.08%	MH 70 11.08%	Hepperle	11.1	28.2	3.2	JF XF	1.5	204	0.005	0.005	0.005
MH 78 14.47%	MH 78 14.47%	Hepperle	14.5	21.4	2.8	JF XF	1.75	184	0.005	0.005	0.005
MH 80 12.72%	MH 80 12.72%	Hepperle	12.7	23.1	3	JF XF	1.88	202	0.005	0.004	0.004
MH 81 13%	MH 81 13%	Hepperle	13	23.1	3.5	JF XF	2.18	208	0.005	0.005	0.004
MH 82 13.31%	MH 82 13.31%	Hepperle	13.3	23.1	4.1	JF XF	2.31	204	0.006	0.005	0.005
MH 83 13.29%	MH 83 13.29%	Hepperle	13.3	21.4	5.2	JF XF	1.85	189	0.004	0.005	0.005
MH 84 13.69%	MH 84 13.69%	Hepperle	13.7	19.9	4.9	JF XF	2.54	141	0.005	0.006	0.007
MH 91 14.98%	MH 91 14.98%	Hepperle	15	28.2	1.7	JF XF	1.52	161	0.005	0.005	0.005
											
											
											
											
MH 122 9.32%	MH 122 9.32%	Hepperle	9.3	35.8	3.5	JF XF	1.16	161	0.005	0.004	0.004
MH 126	MH 126	Hepperle	17.9	30.1	3.3	JF XF	1.96	221	0.006	0.006	0.006
MH 150 23.89%	MH 150 23.89%	Hepperle	24	28.2	5.1	JF XF	2.48	147	0.009	0.008	0.008
MH 16	MH 16	Hepperle	12.1	41.7	1.5	JF XF	1.12	102	0.005	0.005	0.007
MH 17	MH 17	Hepperle	12.1	43.8	1.4	JF XF	0.98	98	0.004	0.006	0.006
MH 18 11.16%	MH 18 11.16%	Hepperle	11.2	35.8	2.8	JF XF	1.05	162	0.005	0.004	0.004
MH 18B	MH 18B	Hepperle	11.7	39.7	1.9	JF XF	1.02	125	0.004	0.004	0.007
MH 20 9.01%	MH 20 9.01%	Hepperle	9	31.9	2	JF XF	0.88	161	0.004	0.003	0.026
MH 200 12.97%	MH 200 12.97%	Hepperle	13	37.7	2.1	JF XF	1.32	154	0.005	0.004	0.005
MH 201 13.08%	MH 201 13.08%	Hepperle	13.1	35.8	2.6	JF XF	1.57	166	0.005	0.005	0.005
MH 22 7.2%	MH 22 7.2%	Hepperle	7.2	28.2	1.8	JF XF	0.78	158	0.004	0.019	0.019
MH 23 8%	MH 23 8%	Hepperle	8	35.8	1.3	JF XF	0.82	123	0.004	0.072	0.072
MH 24 9.01%	MH 24 9.01%	Hepperle	9	37.7	1.3	JF XF	0.89	122	0.005	0.004	0.072
MH 25 9.98%	MH 25 9.98%	Hepperle	10	39.7	1.4	JF XF	0.95	94	0.006	0.006	0.059
MH 26 10.99%	MH 26 10.99%	Hepperle	11	41.7	1.5	JF XF	1	138	0.006	0.006	0.046
MH 27 11.99%	MH 27 11.99%	Hepperle	12	43.8	1.5	JF XF	1.04	165	0.005	0.005	0.007
MH 28	MH 28	Hepperle	10.1	41.7	1.3	JF XF	0.95	99	0.005	0.005	0.086
MH 30 7.84%	MH 30 7.84%	Hepperle	7.8	30.1	1.7	JF XF	0.93	162	0.004	0.004	0.043
MH 31	MH 31	Hepperle	8	26.5	1.2	JF XF	1.06	151	0.005	0.005	0.005
MH 32 8.7%	MH 32 8.7%	Hepperle	8.7	30.1	2.4	JF WT XF	1.07	181	0.005	0.004	0.005
MH 33	MH 33	Hepperle	7.3	30.1	1	JF XF	0.85	148	0.004	0.004	0.074
MH 34	MH 34	Hepperle	8.5	31.9	1.1	JF XF	0.97	132	0.005	0.005	0.094
MH 38 9.68%	MH 38 9.68%	Hepperle	9.7	30.1	4	JF XF	1.22	235	0.005	0.004	0.004
MH 42 8.94%	MH 42 8.94%	Hepperle	8.9	30.1	1.9	JF XF	1	169	0.004	0.004	0.049
MH 43 8.5%	MH 43 8.5%	Hepperle	8.5	30.1	1.7	JF XF	0.94	175	0.004	0.004	0.057
MH 44 9.66%	MH 44 9.66%	Hepperle	9.7	28.2	1.6	JF XF	1.06	149	0.005	0.005	0.004
MH 45 9.85%	MH 45 9.85%	Hepperle	9.9	26.5	1.7	JF WT XF	1.23	175	0.004	0.004	0.004
MH 46 9.1%	MH 46 9.1%	Hepperle	9.1	28.2	1.5	JF XF	0.97	149	0.005	0.005	0.072
MH 49	MH 49	Hepperle	10.5	30.1	0.8	JF XF	0.89	113	0.005	0.005	0.007
MH 50	MH 50	Hepperle	8	35.8	0	JF XF	0.79	77	0.008	0.01	0.095
MH 51	MH 51	Hepperle	8	30.1	0.4	JF XF	0.87	82	0.008	0.009	0.094
MH 52	MH 52	Hepperle	9	35.8	0	JF XF	0.88	90	0.008	0.009	0.103
MH 53	MH 53	Hepperle	9.4	39.7	0.4	JF XF	0.71	74	0.007	0.068	0.068
MH 54	MH 54	Hepperle	8	35.8	0.6	JF XF	0.83	83	0.006	0.007	0.091
MH 60 10.08%	MH 60 10.08%	Hepperle	10.1	26.5	1.8	JF XF	1.18	174	0.004	0.004	0.004
MH 61 10.26%	MH 61 10.26%	Hepperle	10.3	30.1	1.5	JF XF	0.91	153	0.004	0.004	0.034
MH 62 9.3%	MH 62 9.3%	Hepperle	9.3	26.5	1.6	JF XF	1.06	171	0.004	0.004	0.004
MH 64 8.59%	MH 64 8.59%	Hepperle	8.6	26.5	1.5	JF XF	0.95	164	0.004	0.004	0.004
MH 70 11.08%	MH 70 11.08%	Hepperle	11.1	28.2	3.2	JF XF	1.5	204	0.005	0.005	0.005
MH 78 14.47%	MH 78 14.47%	Hepperle	14.5	21.4	2.8	JF XF	1.75	184	0.005	0.005	0.005
MH 80 12.72%	MH 80 12.72%	Hepperle	12.7	23.1	3	JF XF	1.88	202	0.005	0.004	0.004
MH 81 13%	MH 81 13%	Hepperle	13	23.1	3.5	JF XF	2.18	208	0.005	0.005	0.004
MH 82 13.31%	MH 82 13.31%	Hepperle	13.3	23.1	4.1	JF XF	2.31	204	0.006	0.005	0.005
MH 83 13.29%	MH 83 13.29%	Hepperle	13.3	21.4	5.2	JF XF	1.85	189	0.004	0.005	0.005
MH 84 13.69%	MH 84 13.69%	Hepperle	13.7	19.9	4.9	JF XF	2.54	141	0.005	0.006	0.007
MH 91 14.98%	MH 91 14.98%	Hepperle	15	28.2	1.7	JF XF	1.52	161	0.005	0.005	0.005
MH 92 15.49%	MH 92 15.49%	Hepperle	15.5	28.2	1.7	JF XF	1.54	157	0.005	0.005	0.006
MH 93 15.98%	MH 93 15.98%	Hepperle	16	28.2	1.6	JF XF	1.55	154	0.005	0.005	0.006
MH 94 16.03%	MH 94 16.03%	Hepperle	16	31.9	1.5	JF XF	1.87	152	0.007	0.008	0.009
MH 95 15.86%	MH 95 15.86%	Hepperle	15.9	33.8	1.5	JF XF	1.81	182	0.004	0.005	0.005
MID 010	MID 010	Midic	4.1	18.4	1.2	JF XF	0.72	71	0.008	0.072	0.072
MID 011-0	MID 011-0	Midic	2.1	18.4	0	JF XF	0.31	34	0.011	0.011	0.011
MID 011-3	MID 011-3	Midic	2.1	18.4	3	JF XF	0.66	65	0.01	0.013	0.013
MID 011-4	MID 011-4	Midic	2.1	18.4	3.8	JF XF	0.75	72	0.01	0.013	0.013
MID 012	MID 012	Midic	2.4	21.4	3.8	JF XF	0.75	94	0.006	0.012	0.012
MID 012 ROOT	MID 012 root	Midic	2.4	21.5	1.5	JF XF	0.72	69	0.008	0.013	0.013
MID 013	MID 013	Midic	2.3	21.4	5	JF XF	0.88	99	0.02	0.013	0.013
MID 015	MID 015	Midic	4	15.6	1.5	JF XF	0.72	53	0.011	0.075	0.075
MID 020	MID 020	Midic	4.2	19.9	2	JF XF	0.75	79	0.007	0.008	0.014
MID 021	MID 021	Midic	3.5	19.9	2.3	JF XF	0.68	58	0.01	0.015	0.015
MID 022	MID 022	Midic	4.2	19.9	3	JF XF	0.85	61	0.011	0.011	0.018
MID 027	MID 027	Midic	5.1	21.5	2.5	JF XF	0.88	79	0.009	0.009	0.049
MID 101	MID 101	Midic	7.7	19.9	4.5	JF XF	1.35	77	0.011	0.011	0.011
MID 101TIP	MID 101tip	Midic	7	19.9	3.5	JF XF	1.22	76	0.012	0.011	0.012
MID 103	MID 103	Midic	7	19.9	4.1	JF XF	1.3	93	0.01	0.01	0.01
MID 103 C3	MID 103 c3	Midic	7	19.9	3	JF XF	1.16	88	0.01	0.01	0.01
MID 103B C45	MID 103b c45	Midic	7.3	19.9	4.5	JF XF	1.38	95	0.01	0.01	0.011
MID 104	MID 104	Midic	7.7	21.5	4.5	JF XF	1.36	95	0.01	0.01	0.01
MID 105	MID 105	Midic	7.5	23.1	4	JF XF	1.3	94	0.011	0.011	0.011
MID 106	MID 106	Midic	7.5	23.1	4.4	JF XF	0.52	64	0.008	0.008	0.008
MID 107	MID 107	Midic	10	26.5	4	JF XF	1.47	72	0.015	0.015	0.015
MID 108A	MID 108a	Midic	8.5	26.5	3.5	JF XF	1.26	71	0.013	0.013	0.013
MID 108B	MID 108b	Midic	8.5	26.5	3	JF XF	1.13	67	0.013	0.013	0.013
MID 110	MID 110	Midic	6.4	13.1	7	JF XF	1.8	90	0.051	0.036	0.015
MID 111	MID 111	Midic	6	14.3	6.9	JF XF	1.77	97	0.047	0.02	0.013
MID 112	MID 112	Midic	6.6	15.6	6.9	JF XF	1.75	94	0.044	0.014	0.014
MID 113	MID 113	Midic	6.1	15.6	5.4	JF XF	1.58	79	0.018	0.014	0.014
MID 114	MID 114	Midic	6.6	15.6	6.1	JF XF	1.67	82	0.036	0.015	0.015
MID 115	MID 115	Midic	6.3	15.6	6.3	JF XF	1.67	88	0.041	0.014	0.014
MID 115-7	MID 115-7	Midic	7	18.4	6.1	JF XF	1.61	88	0.042	0.015	0.015
MID 116	MID 116	Midic	6.6	14.3	5.6	JF XF	1.61	88	0.026	0.014	0.014
MID 117	MID 117	Midic	7.7	18.4	4.9	JF XF	1.49	77	0.014	0.014	0.014
MID 118	MID 118	Midic	7.5	17	6.9	JF XF	1.77	78	0.042	0.017	0.017
MID 120	MID 120	Midic	5	15.6	5	JF XF	1.38	90	0.016	0.012	0.012
MID 122	MID 122	Midic	5	15.6	6	JF XF	1.49	97	0.042	0.012	0.012
MID 151A	MID 151a	Midic	7	19.9	5	JF XF	1.39	96	0.01	0.01	0.01
MID 151B	MID 151b	Midic	7	19.9	5.5	JF XF	1.45	97	0.01	0.009	0.01
MID 151C	MID 151c	Midic	7	19.9	6	JF XF	1.5	101	0.01	0.01	0.01
MID 153A	MID 153a	Midic	6.3	19.9	5	JF XF	1.32	98	0.009	0.009	0.01
MID 153B	MID 153b	Midic	6.3	19.9	5.5	JF XF	1.38	98	0.009	0.009	0.009
MID 153C	MID 153c	Midic	6.3	19.9	6	JF XF	1.43	102	0.01	0.009	0.009
MID 173C	MID 173c	Midic	5.9	15.6	4.5	JF XF	1.62	74	0.052	0.018	0.018
MID 29	MID 29	Midic	8.6	26.5	2.5	JF XF	1.2	111	0.007	0.007	0.008
MID 304	MID 304	Midic	7	24.7	2.1	JF XF	1.11	91	0.009	0.008	0.008
MID 309	MID 309	Midic	7	23.1	3	JF XF	1.21	140	0.006	0.006	0.006
MID 31	MID 31	Midic	8.6	28.2	2.3	JF XF	1.08	101	0.007	0.007	0.008
MID 311	MID 311	Midic	5	19.9	2.9	JF XF	1.04	97	0.009	0.009	0.054
MID 32	MID 32	Midic	7.7	26.5	2.3	JF XF	1.08	108	0.007	0.007	0.008
MID 321A	MID 321a	Midic	9	30.1	3.2	JF XF	1.24	100	0.009	0.009	0.009
MID 321B	MID 321b	Midic	9.4	30.1	3.4	JF XF	1.29	101	0.01	0.009	0.009
MID 321C	MID 321c	Midic	10	30.1	3.5	JF XF	1.36	104	0.01	0.009	0.009
MID 321D	MID 321d	Midic	15	30.1	3.5	JF XF	1.75	111	0.012	0.011	0.012
MID 321E	MID 321e	Midic	15	30.1	5	JF XF	1.9	118	0.012	0.012	0.012
MID 322	MID 322	Midic	9	30.1	3.1	JF XF	1.29	104	0.009	0.008	0.008
MID 327 12%	MID 327 12%	Midic	12	28.2	2.4	JF XF	1.43	114	0.008	0.008	0.008
MID 327 15%	MID 327 15%	Midic	15	28.2	2.4	JF XF	1.65	125	0.008	0.008	0.009
MID 327 18%	MID 327 18%	Midic	18	28.2	2.4	JF XF	1.87	107	0.009	0.009	0.009
MID 327 9%	MID 327 9%	Midic	9	28.2	2.4	JF XF	1.18	114	0.007	0.007	0.008
MID 33	MID 33	Midic	6.8	23.1	2.4	JF XF	1.07	110	0.007	0.007	0.007
MID 34	MID 34	Midic	6.2	21.4	2.4	JF XF	1.07	110	0.007	0.007	0.007
MID 343	MID 343	Midic	11	28.2	3.1	JF XF	1.6	111	0.009	0.008	0.009
MID 36	MID 36	Midic	7.5	23.1	2.3	JF XF	1.15	108	0.008	0.007	0.008
MID 37	MID 37	Midic	6.9	23.1	2.3	JF XF	1.09	104	0.008	0.007	0.008
MID 371	MID 371	Midic	9.6	26.5	2	JF XF	1.09	119	0.006	0.006	0.006
MID 371AW	MID 371AW	Midic	15	26.5	2	JF XF	1.49	123	0.006	0.006	0.007
MID 38	MID 38	Midic	6.5	23.1	2.1	JF XF	1.01	101	0.007	0.007	0.007
MID 39	MID 39	Midic	6	23.1	1.9	JF XF	0.93	94	0.007	0.007	0.055
MID 393	MID 393	Midic	15	28.2	5.1	JF XF	2.12	146	0.01	0.01	0.01
MID 393 UL	MID 393 UL	Midic	15	28.2	2.6	JF XF	1.81	114	0.009	0.009	0.009
MID 403	MID 403	Midic	14.7	30.1	4.5	JF XF	1.9	160	0.008	0.007	0.007
MID 405E	MID 405e	Midic	12.5	30.1	7	JF XF	1.88	104	0.013	0.012	0.012
MID 405W2	MID 405w2	Midic	12.9	32	7	JF XF	1.9	55	0.027	0.026	0.026
MID 406W2	MID 406w2	Midic	15.3	30.2	6.4	JF XF	2.06	51	0.027	0.026	0.026
MID 415	MID 415	Midic	15	28.2	3.9	JF XF	1.98	130	0.01	0.009	0.009
MID 44A	MID 44a	Midic	8	23.1	1.8	JF XF	1.13	103	0.008	0.008	0.008
MID 44B	MID 44b	Midic	7.2	23.1	1.8	JF XF	1.03	100	0.007	0.007	0.008
MID 44C	MID 44c	Midic	6.4	23.1	1.8	JF XF	0.96	94	0.007	0.007	0.065
MID 44D	MID 44d	Midic	6.1	23.1	1.8	JF XF	0.93	96	0.007	0.007	0.054
MID 44E	MID 44e	Midic	6	23.1	1.8	JF XF	0.91	93	0.007	0.007	0.061
MID 455	MID 455	Midic	14.6	26.5	1.7	JF XF	1.47	114	0.009	0.009	0.009
MID 97F	MID 97f	Midic	7.5	19.9	4.6	JF XF	1.44	92	0.011	0.01	0.01
MID 97N	MID 97n	Midic	7.5	19.9	4.8	JF XF	1.44	93	0.01	0.01	0.011
MID H2A	MID H2A	Midic	6.6	21.5	1.5	JF XF	1.04	85	0.009	0.008	0.008
MID H2B	MID H2B	Midic	6.6	21.5	2.4	JF XF	1.14	68	0.011	0.011	0.01
MID H2D	MID H2D	Midic	6.2	23.1	2	JF XF	0.93	80	0.009	0.009	0.077
MILEY M06-13-128	MILEY M06-13-128	Uncategorized	12.9	33.8	5.1	JF WT XF	1.34	280	0.004	0.004	0.002
MJP711F-3	MJP711f-3	Molfino	7	28.2	1.3	JF XF	0.78	87	0.006	0.006	0.094
MJP712	MJP712	Molfino	7	28.2	1.2	JF XF	0.87	100	0.006	0.006	0.078
MJZ1211	MJZ1211	Molfino	12	28.2	1	JF XF	1.25	114	0.007	0.007	0.007
MRC-16	MRC-16	Uncategorized	13.9	33.8	3.2	JF XF	1.56	158	0.007	0.007	0.007
MRC-20	MRC-20	Uncategorized	15.6	37.7	3.1	JF XF	1.71	168	0.007	0.006	0.007
MS(1)-0313	MS(1)-0313	NASA	13.1	37.8	1.5	JF XF	1.66	85	0.011	0.011	0.013
MS(1)-0317	MS(1)-0317	NASA	17	37.8	1.4	JF XF	1.95	82	0.011	0.01	0.012
"MS1,9-8,7"	"MS1,9-8,7"	Scherrer	8.8	30.1	2	JF XF	1.06	128	0.005	0.005	0.006
"MS2-9,5"	"MS2-9,5"	Scherrer	9.5	30.1	2	JF XF	1.13	141	0.005	0.005	0.004
MS2.5/11GPV	MS2.5/11GPV	Scherrer	11	31.9	2.6	JF XF	1.31	114	0.007	0.006	0.007
MS2.5/13GPV	MS2.5/13GPV	Scherrer	13	31.9	2.6	JF XF	1.46	119	0.007	0.007	0.008
MS2.5/15GPV	MS2.5/15GPV	Scherrer	15	31.9	2.6	JF XF	1.61	123	0.007	0.007	0.008
"MS3,3-11GP"	"MS3,3-11GP"	Scherrer	11	30.1	3.2	JF XF	1.42	143	0.007	0.006	0.006
"MS3,3-11GPT"	"MS3,3-11GPT"	Scherrer	11	30.1	3.2	JF XF	1.33	124	0.006	0.007	0.007
"MS3,3-13GP"	"MS3,3-13GP"	Scherrer	13	30.1	3.2	JF XF	1.58	147	0.007	0.006	0.006
"MS3,3-15GP"	"MS3,3-15GP"	Scherrer	15	30.1	3.2	JF XF	1.72	148	0.007	0.006	0.006
MS3-11RETRO	MS3-11Retro	Scherrer	11	28.3	3	JF XF	1.4	74	0.014	0.013	0.013
MS3-13RETRO	MS3-13Retro	Scherrer	12.8	28.3	3.2	JF XF	1.55	74	0.014	0.014	0.014
MS3-14RETRO	MS3-14Retro	Scherrer	14	28.3	3.2	JF XF	1.64	72	0.014	0.014	0.015
MS3-15RETRO	MS3-15Retro	Scherrer	15	28.3	3	JF XF	1.7	69	0.015	0.015	0.015
MS3/11GPV	MS3/11GPV	Scherrer	11	31.9	3.1	JF XF	1.38	121	0.007	0.006	0.007
MS3/13GPV	MS3/13GPV	Scherrer	13	31.9	3.1	JF XF	1.52	120	0.007	0.007	0.007
MS3/15GPV	MS3/15GPV	Scherrer	15	31.9	3.1	JF XF	1.67	133	0.007	0.007	0.007
MS535-1	MS535-1	Scherrer	16	24.8	4.2	JF XF	2.19	88	0.016	0.016	0.016
MS535-2	MS535-2	Scherrer	14	24.8	4.2	JF XF	2.03	89	0.015	0.015	0.015
MS535-3V	MS535-3V	Scherrer	12	24.8	3.5	JF XF	1.77	78	0.016	0.015	0.015
MSA812	MSA812	Molfino	8	26.5	1.2	JF XF	0.97	92	0.007	0.007	0.092
MU 8.5/1.73	MU 8.5/1.73	Barth	8.5	28.2	1.8	JF XF	1.1	93	0.009	0.009	0.009
MUE 139	MUE 139	Uncategorized	13.9	21.4	4.7	JF XF	1.97	171	0.008	0.008	0.009
MVE8.516	MVE8.516	Molfino	8.5	26.5	1.6	JF XF	1.04	104	0.007	0.006	0.007
MVE8516F3	MVE8516f3	Molfino	8.5	26.5	1.6	JF XF	1.11	107	0.007	0.007	0.007
MVR120	MVR120	Uncategorized	8.8	28.2	2.2	JF XF	1.18	115	0.007	0.007	0.007
MVR22	MVR22	Uncategorized	10	26.5	3	JF XF	1.35	160	0.006	0.006	0.005
N-10	N-10	Uncategorized	11.2	28.3	2.6	JF XF	1.7	121	0.008	0.009	0.009
N-11	N-11	Uncategorized	11	28.3	3.5	JF XF	1.78	140	0.008	0.007	0.009
N-12	N-12	Uncategorized	10.5	30.1	0.2	JF XF	1.16	129	0.006	0.006	0.006
N-13	N-13	Uncategorized	11.8	31.9	0.1	JF XF	1.24	129	0.005	0.005	0.006
N-14	N-14	Uncategorized	11.5	33.8	0.1	JF XF	1.25	129	0.007	0.006	0.007
N-22	N-22	Uncategorized	12.4	28.3	2.9	JF XF	1.81	114	0.009	0.01	0.009
N-24	N-24	Uncategorized	17.1	28.3	4	JF XF	2.22	74	0.017	0.017	0.017
N-9	N-9	Uncategorized	8.5	28.3	2	JF XF	1.42	116	0.008	0.008	0.009
NACA 1-H-15	NACA 1-H-15	NACA	14.8	45.8	5.5	JF XF	1.66	148	0.005	0.006	0.005
NACA 11-H-09	NACA 11-H-09	NACA	9	37.7	4.5	JF XF	1.29	136	0.005	0.005	0.005
NACA 2-H-15	NACA 2-H-15	NACA	14.8	45.8	4.5	JF XF	1.43	90	0.007	0.006	0.007
NACA 2R112	NACA 2R112	NACA	12	30.1	2	JF XF WT	1.5	104	0.008	0.008	0.007
NACA 2R212	NACA 2R212	NACA	12	30.1	2	JF XF WT	1.44	98	0.008	0.007	0.008
NACA 5-H-10	NACA 5-H-10	NACA	9.9	39.7	2.3	JF XF	1.12	102	0.005	0.005	0.007
NACA 5-H-15	NACA 5-H-15	NACA	15.4	37.7	2.9	JF XF	1.35	176	0.006	0.004	0.004
NACA 5-H-20	NACA 5-H-20	NACA	19.9	41.7	4.5	JF XF	1.93	80	0.007	0.007	0.009
NACA 6-H-10	NACA 6-H-10	NACA	10	39.7	4.7	JF XF	1.31	130	0.005	0.004	0.005
NACA 6-H-15	NACA 6-H-15	NACA	15.6	39.7	4.5	JF XF	1.58	115	0.006	0.005	0.006
NACA 6-H-20	NACA 6-H-20	NACA	19.9	41.7	6.1	JF XF	1.98	117	0.007	0.007	0.006
"NACA 66,2-(1.8)12 A=.6 P-51 TIP"	"NACA 66,2-(1.8)12 A=.6 P-51 TIP"	NACA	12	45.8	1.3	JF XF	1.06	141	0.002	0.004	0.007
"NACA 66,2-(1.8)15.5 A=.6 P-51 ROOT"	"NACA 66,2-(1.8)15.5 A=.6 P-51 ROOT"	NACA	15.5	45.8	1.3	JF XF	1.24	94	0.006	0.028	0.033
NACA 747A315	NACA 747A315	NACA	15	39.7	2.5	JF WT XF	1.32	152	0.005	0.004	0.004
NACA 747A415	NACA 747A415	NACA	15	39.7	3	JF WT XF	1.39	169	0.005	0.004	0.004
